date_key,category_key,bucket_key,total_listings,total_revenue
2023-12-01,206,4,4,679.97
2023-12-01,206,3,11,749.91
2023-12-01,216,2,8,189.96
2023-12-01,216,4,2,201.98
2023-12-01,216,3,6,459.96
2023-12-01,229,2,7,249.95
2023-12-01,229,4,7,981.94
2023-12-01,229,3,10,706.94
2024-01-01,17,1,1,9.99
2024-01-01,17,2,12,446.92
2024-01-01,17,4,69,12940.51
2024-01-01,17,3,50,3905.58
2024-01-01,18,2,29,975.78
2024-01-01,18,4,41,6609.65
2024-01-01,18,3,48,3605.69
2024-01-01,25,2,33,1186.8
2024-01-01,25,4,38,6002.71
2024-01-01,25,3,48,3514.73
2024-01-01,28,2,29,953.78
2024-01-01,28,4,48,6902.58
2024-01-01,28,3,30,2205.79
2024-01-01,32,4,53,16182.61
2024-01-01,32,6,28,36952.8
2024-01-01,32,5,54,37313.64
2024-01-01,45,2,1,34.99
2024-01-01,45,4,92,24495.3
2024-01-01,45,3,6,470.94
2024-01-01,45,5,16,10716.9
2024-01-01,51,2,50,1598.61
2024-01-01,51,4,18,2322.89
2024-01-01,51,3,41,2872.72
2024-01-01,58,4,49,17587.63
2024-01-01,58,6,42,63971.78
2024-01-01,58,5,56,42618.63
2024-01-01,77,2,4,136.98
2024-01-01,77,4,74,15607.53
2024-01-01,77,3,20,1637.85
2024-01-01,77,5,8,4006.93
2024-01-01,96,2,35,1228.78
2024-01-01,96,4,30,4964.75
2024-01-01,96,3,37,2785.74
2024-01-01,97,2,5,186.97
2024-01-01,97,4,75,16599.49
2024-01-01,97,3,32,2425.79
2024-01-01,104,2,35,1114.76
2024-01-01,104,4,44,6723.72
2024-01-01,104,3,54,4150.56
2024-01-01,132,2,34,1075.71
2024-01-01,132,4,33,5040.81
2024-01-01,132,3,54,3976.61
2024-01-01,159,4,2,460.0
2024-01-01,162,2,37,1373.74
2024-01-01,162,4,41,6110.7
2024-01-01,162,3,46,3388.7
2024-01-01,190,3,1,70.0
2024-01-01,198,2,34,1091.76
2024-01-01,198,4,43,6255.66
2024-01-01,198,3,41,2919.65
2024-01-01,206,2,30,1045.83
2024-01-01,206,4,36,5386.77
2024-01-01,206,3,44,3202.71
2024-01-01,216,1,3,28.97
2024-01-01,216,2,81,2383.46
2024-01-01,216,4,8,807.92
2024-01-01,216,3,33,2315.8
2024-01-01,229,2,37,1330.75
2024-01-01,229,4,39,6000.72
2024-01-01,229,3,37,2645.71
2024-02-01,17,2,18,695.87
2024-02-01,17,4,53,10644.63
2024-02-01,17,3,38,2846.74
2024-02-01,18,2,27,945.78
2024-02-01,18,4,33,4916.8
2024-02-01,18,3,40,3019.71
2024-02-01,25,2,25,810.83
2024-02-01,25,4,44,6708.67
2024-02-01,25,3,41,3153.7
2024-02-01,28,2,35,1269.74
2024-02-01,28,4,41,5958.73
2024-02-01,28,3,42,3189.7
2024-02-01,32,4,66,20813.52
2024-02-01,32,6,25,32696.79
2024-02-01,32,3,1,84.0
2024-02-01,32,5,33,22709.8
2024-02-01,45,4,76,18475.45
2024-02-01,45,3,9,781.93
2024-02-01,45,5,21,14438.83
2024-02-01,51,2,62,1943.63
2024-02-01,51,4,23,3026.83
2024-02-01,51,3,42,2950.68
2024-02-01,58,4,34,11962.73
2024-02-01,58,6,36,51860.81
2024-02-01,58,5,35,24723.8
2024-02-01,77,2,4,168.99
2024-02-01,77,4,90,20447.36
2024-02-01,77,3,19,1515.85
2024-02-01,77,5,8,4003.96
2024-02-01,96,2,28,925.79
2024-02-01,96,4,41,6351.7
2024-02-01,96,3,48,3362.72
2024-02-01,97,2,4,172.98
2024-02-01,97,4,76,16673.46
2024-02-01,97,3,17,1329.91
2024-02-01,104,2,38,1260.74
2024-02-01,104,4,35,4921.76
2024-02-01,104,3,32,2352.77
2024-02-01,124,4,2,940.24
2024-02-01,132,2,27,973.82
2024-02-01,132,4,31,4761.73
2024-02-01,132,3,33,2264.77
2024-02-01,162,2,29,1017.82
2024-02-01,162,4,55,8525.68
2024-02-01,162,3,35,2456.76
2024-02-01,198,2,24,785.8
2024-02-01,198,4,24,4026.83
2024-02-01,198,3,44,3232.69
2024-02-01,206,2,41,1415.71
2024-02-01,206,4,29,4371.85
2024-02-01,206,3,55,4180.63
2024-02-01,216,1,2,19.98
2024-02-01,216,2,76,2209.43
2024-02-01,216,4,9,907.92
2024-02-01,216,3,22,1580.84
2024-02-01,229,2,30,1046.83
2024-02-01,229,4,30,4292.81
2024-02-01,229,3,50,3627.67
2024-02-01,236,2,2,78.0
2024-03-01,17,2,25,883.82
2024-03-01,17,4,60,11175.61
2024-03-01,17,3,37,2734.71
2024-03-01,18,2,34,1118.83
2024-03-01,18,4,52,7828.61
2024-03-01,18,3,46,3342.67
2024-03-01,25,2,36,1284.72
2024-03-01,25,4,38,5864.72
2024-03-01,25,3,44,3064.67
2024-03-01,28,2,35,1215.73
2024-03-01,28,4,27,4194.81
2024-03-01,28,3,43,3102.72
2024-03-01,32,4,59,19304.52
2024-03-01,32,6,28,36405.8
2024-03-01,32,3,1,93.99
2024-03-01,32,5,48,34641.66
2024-03-01,45,4,87,21405.45
2024-03-01,45,3,10,765.91
2024-03-01,45,5,30,19556.8
2024-03-01,51,2,41,1254.71
2024-03-01,51,4,20,2696.82
2024-03-01,51,3,43,3074.66
2024-03-01,58,4,37,12750.76
2024-03-01,58,6,35,52023.77
2024-03-01,58,3,1,92.0
2024-03-01,58,5,50,34589.59
2024-03-01,77,2,6,227.97
2024-03-01,77,4,94,20792.26
2024-03-01,77,3,17,1237.92
2024-03-01,77,5,7,3505.94
2024-03-01,96,2,28,1014.82
2024-03-01,96,4,36,5862.74
2024-03-01,96,3,42,3089.69
2024-03-01,97,2,13,499.88
2024-03-01,97,4,81,17116.49
2024-03-01,97,3,29,2185.78
2024-03-01,104,2,30,1004.84
2024-03-01,104,4,32,4683.77
2024-03-01,104,3,59,4389.57
2024-03-01,132,2,27,884.8
2024-03-01,132,4,42,6256.74
2024-03-01,132,3,42,3075.7
2024-03-01,162,2,35,1274.73
2024-03-01,162,4,42,6639.68
2024-03-01,162,3,39,2696.72
2024-03-01,198,2,32,1109.78
2024-03-01,198,4,43,6176.67
2024-03-01,198,3,37,2608.72
2024-03-01,206,2,30,1041.8
2024-03-01,206,4,41,6161.75
2024-03-01,206,3,51,3839.63
2024-03-01,216,1,7,58.97
2024-03-01,216,2,67,2108.54
2024-03-01,216,4,5,503.96
2024-03-01,216,3,17,1058.85
2024-03-01,229,2,29,987.79
2024-03-01,229,4,40,6237.77
2024-03-01,229,3,50,3779.68
2024-04-01,17,2,19,715.86
2024-04-01,17,4,59,11018.63
2024-04-01,17,3,32,2404.83
2024-04-01,18,2,32,1201.77
2024-04-01,18,4,31,4809.78
2024-04-01,18,3,49,3371.69
2024-04-01,25,2,32,1222.74
2024-04-01,25,4,37,5790.78
2024-04-01,25,3,39,2873.7
2024-04-01,28,2,44,1512.73
2024-04-01,28,4,36,5507.74
2024-04-01,28,3,32,2340.81
2024-04-01,32,4,46,15015.7
2024-04-01,32,6,22,29045.86
2024-04-01,32,3,1,52.99
2024-04-01,32,5,44,32068.73
2024-04-01,45,2,1,46.99
2024-04-01,45,4,88,23337.36
2024-04-01,45,3,3,292.97
2024-04-01,45,5,14,9567.97
2024-04-01,51,2,33,1121.74
2024-04-01,51,4,23,2980.87
2024-04-01,51,3,45,3241.67
2024-04-01,58,4,48,16521.7
2024-04-01,58,6,38,54906.7
2024-04-01,58,3,1,67.99
2024-04-01,58,5,42,29627.69
2024-04-01,77,2,6,221.96
2024-04-01,77,4,84,18905.41
2024-04-01,77,3,16,1222.89
2024-04-01,77,5,9,4507.92
2024-04-01,96,2,39,1260.72
2024-04-01,96,4,46,7078.68
2024-04-01,96,3,42,2963.68
2024-04-01,97,2,7,279.93
2024-04-01,97,4,85,18157.46
2024-04-01,97,3,34,2524.76
2024-04-01,104,2,28,911.81
2024-04-01,104,4,34,5564.75
2024-04-01,104,3,50,3604.64
2024-04-01,132,2,42,1513.71
2024-04-01,132,4,38,5474.79
2024-04-01,132,3,40,2931.71
2024-04-01,162,2,25,902.83
2024-04-01,162,4,32,5143.77
2024-04-01,162,3,41,2930.67
2024-04-01,177,2,1,20.9
2024-04-01,198,2,31,1090.81
2024-04-01,198,4,39,5677.74
2024-04-01,198,3,49,3671.66
2024-04-01,206,2,36,1293.71
2024-04-01,206,4,39,6148.77
2024-04-01,206,3,45,3250.71
2024-04-01,216,1,1,9.99
2024-04-01,216,2,72,1983.47
2024-04-01,216,4,7,705.94
2024-04-01,216,3,21,1494.83
2024-04-01,229,2,28,955.86
2024-04-01,229,4,47,6979.71
2024-04-01,229,3,49,3440.62
2024-05-01,17,2,21,771.85
2024-05-01,17,4,60,10609.59
2024-05-01,17,3,31,2417.8
2024-05-01,18,2,41,1364.71
2024-05-01,18,4,39,6043.69
2024-05-01,18,3,47,3318.66
2024-05-01,25,2,31,1091.81
2024-05-01,25,4,47,7642.65
2024-05-01,25,3,42,2923.7
2024-05-01,28,2,42,1233.69
2024-05-01,28,4,43,6734.69
2024-05-01,28,3,44,3122.69
2024-05-01,32,4,67,22241.52
2024-05-01,32,6,36,47477.74
2024-05-01,32,3,1,76.99
2024-05-01,32,5,41,28486.7
2024-05-01,45,4,91,24318.41
2024-05-01,45,3,6,479.95
2024-05-01,45,5,17,11744.89
2024-05-01,51,2,39,1176.72
2024-05-01,51,4,14,1912.91
2024-05-01,51,3,42,2940.7
2024-05-01,58,4,37,12636.73
2024-05-01,58,6,25,30904.83
2024-05-01,58,5,31,21997.79
2024-05-01,77,2,1,47.99
2024-05-01,77,4,70,14422.53
2024-05-01,77,3,24,1787.82
2024-05-01,77,5,9,4504.95
2024-05-01,96,2,37,1339.7
2024-05-01,96,4,33,4845.76
2024-05-01,96,3,47,3305.64
2024-05-01,97,2,9,353.94
2024-05-01,97,4,90,19976.45
2024-05-01,97,3,30,2301.79
2024-05-01,104,2,41,1526.67
2024-05-01,104,4,40,5864.73
2024-05-01,104,3,36,2555.73
2024-05-01,108,3,2,170.0
2024-05-01,120,3,2,122.0
2024-05-01,132,2,32,1111.77
2024-05-01,132,4,32,4802.77
2024-05-01,132,3,60,4303.63
2024-05-01,162,2,43,1503.65
2024-05-01,162,4,40,6129.74
2024-05-01,162,3,43,3120.63
2024-05-01,198,2,34,1128.78
2024-05-01,198,4,43,6479.73
2024-05-01,198,3,42,3173.71
2024-05-01,206,2,26,796.86
2024-05-01,206,4,41,6203.69
2024-05-01,206,3,40,2737.7
2024-05-01,216,1,7,53.95
2024-05-01,216,2,87,2561.4
2024-05-01,216,4,11,1108.91
2024-05-01,216,3,32,2211.75
2024-05-01,229,2,35,1256.8
2024-05-01,229,4,34,5466.73
2024-05-01,229,3,43,3278.68
2024-05-01,233,4,1,125.0
2024-06-01,15,4,1,177.57
2024-06-01,17,2,19,708.87
2024-06-01,17,4,62,11240.5
2024-06-01,17,3,37,2845.72
2024-06-01,18,2,28,1026.79
2024-06-01,18,4,42,6286.67
2024-06-01,18,3,43,3087.66
2024-06-01,25,2,36,1255.74
2024-06-01,25,4,37,5448.77
2024-06-01,25,3,45,3211.7
2024-06-01,28,2,34,1100.78
2024-06-01,28,4,48,7549.68
2024-06-01,28,3,48,3432.68
2024-06-01,32,4,59,18215.65
2024-06-01,32,6,19,24996.89
2024-06-01,32,3,1,77.0
2024-06-01,32,5,36,26000.78
2024-06-01,45,4,82,21858.44
2024-06-01,45,3,11,915.91
2024-06-01,45,5,25,17301.83
2024-06-01,51,2,46,1604.66
2024-06-01,51,4,32,4269.76
2024-06-01,51,3,44,3160.67
2024-06-01,58,4,32,10746.78
2024-06-01,58,6,33,48911.78
2024-06-01,58,5,45,33745.67
2024-06-01,77,2,3,89.98
2024-06-01,77,4,91,21300.37
2024-06-01,77,3,22,1732.82
2024-06-01,77,5,8,4006.93
2024-06-01,96,2,31,926.77
2024-06-01,96,4,42,5998.68
2024-06-01,96,3,43,3327.71
2024-06-01,97,2,5,163.97
2024-06-01,97,4,87,18858.42
2024-06-01,97,3,27,1979.8
2024-06-01,104,2,33,1213.77
2024-06-01,104,4,31,4754.78
2024-06-01,104,3,47,3432.6
2024-06-01,132,2,36,1412.74
2024-06-01,132,4,33,5032.79
2024-06-01,132,3,44,3088.66
2024-06-01,162,2,40,1337.72
2024-06-01,162,4,29,4578.78
2024-06-01,162,3,44,3217.71
2024-06-01,198,2,25,845.83
2024-06-01,198,4,35,5557.75
2024-06-01,198,3,35,2554.72
2024-06-01,206,2,36,1272.75
2024-06-01,206,4,41,6135.67
2024-06-01,206,3,39,3042.72
2024-06-01,216,1,5,43.96
2024-06-01,216,2,64,1958.56
2024-06-01,216,4,11,1106.93
2024-06-01,216,3,24,1635.83
2024-06-01,229,2,29,941.76
2024-06-01,229,4,43,6761.73
2024-06-01,229,3,42,2942.72
2024-07-01,17,2,16,648.89
2024-07-01,17,4,55,11178.59
2024-07-01,17,3,36,2554.73
2024-07-01,18,2,23,736.83
2024-07-01,18,4,42,6076.7
2024-07-01,18,3,52,3800.59
2024-07-01,25,2,25,878.79
2024-07-01,25,4,41,6102.71
2024-07-01,25,3,39,2933.69
2024-07-01,28,2,37,1211.73
2024-07-01,28,4,39,5758.76
2024-07-01,28,3,57,3963.53
2024-07-01,32,4,65,20687.58
2024-07-01,32,6,26,35346.82
2024-07-01,32,3,2,179.98
2024-07-01,32,5,60,43314.6
2024-07-01,45,2,1,44.0
2024-07-01,45,4,87,22409.34
2024-07-01,45,3,10,736.91
2024-07-01,45,5,28,18230.83
2024-07-01,51,2,39,1272.71
2024-07-01,51,4,28,3780.83
2024-07-01,51,3,46,3000.68
2024-07-01,58,4,29,10509.79
2024-07-01,58,6,36,55296.75
2024-07-01,58,5,44,31977.73
2024-07-01,77,2,8,312.94
2024-07-01,77,4,90,19875.24
2024-07-01,77,3,24,1716.85
2024-07-01,77,5,6,3003.96
2024-07-01,96,2,34,1190.81
2024-07-01,96,4,46,6745.69
2024-07-01,96,3,46,3357.68
2024-07-01,97,2,4,170.97
2024-07-01,97,4,76,17177.46
2024-07-01,97,3,29,2225.78
2024-07-01,104,2,41,1297.73
2024-07-01,104,4,32,4599.78
2024-07-01,104,3,45,3334.67
2024-07-01,132,2,39,1432.75
2024-07-01,132,4,39,5847.77
2024-07-01,132,3,41,2856.71
2024-07-01,162,2,24,767.85
2024-07-01,162,4,35,5142.85
2024-07-01,162,3,55,3988.58
2024-07-01,179,3,1,57.0
2024-07-01,194,4,2,800.0
2024-07-01,198,2,39,1293.81
2024-07-01,198,4,50,7461.68
2024-07-01,198,3,38,2639.77
2024-07-01,206,2,35,1195.75
2024-07-01,206,4,44,6822.66
2024-07-01,206,3,48,3632.64
2024-07-01,216,1,3,18.98
2024-07-01,216,2,87,2704.42
2024-07-01,216,4,10,1007.92
2024-07-01,216,3,24,1748.82
2024-07-01,229,2,37,1248.76
2024-07-01,229,4,43,6832.69
2024-07-01,229,3,42,3082.68
2024-08-01,17,2,25,896.85
2024-08-01,17,4,56,9620.7
2024-08-01,17,3,35,2599.78
2024-08-01,18,2,32,1123.79
2024-08-01,18,4,40,6106.72
2024-08-01,18,3,48,3688.65
2024-08-01,25,2,28,1009.81
2024-08-01,25,4,45,6702.73
2024-08-01,25,3,38,2767.72
2024-08-01,28,2,29,937.79
2024-08-01,28,4,40,6130.71
2024-08-01,28,3,28,2061.78
2024-08-01,32,4,57,17625.54
2024-08-01,32,6,14,19342.87
2024-08-01,32,3,1,55.0
2024-08-01,32,5,35,24224.78
2024-08-01,45,4,86,22048.43
2024-08-01,45,3,5,411.96
2024-08-01,45,5,19,11641.88
2024-08-01,51,2,52,1608.61
2024-08-01,51,4,18,2409.85
2024-08-01,51,3,46,3431.7
2024-08-01,58,4,47,15214.65
2024-08-01,58,6,36,56135.74
2024-08-01,58,5,50,36883.61
2024-08-01,77,2,9,374.92
2024-08-01,77,4,87,18184.43
2024-08-01,77,3,24,1800.85
2024-08-01,77,5,8,4003.96
2024-08-01,96,2,26,868.84
2024-08-01,96,4,30,4755.75
2024-08-01,96,3,43,3099.67
2024-08-01,97,2,4,159.97
2024-08-01,97,4,83,18090.46
2024-08-01,97,3,31,2450.8
2024-08-01,104,2,40,1375.72
2024-08-01,104,4,51,7459.66
2024-08-01,104,3,38,2724.69
2024-08-01,132,2,30,916.77
2024-08-01,132,4,39,5779.68
2024-08-01,132,3,36,2466.79
2024-08-01,162,2,38,1314.69
2024-08-01,162,4,37,5476.81
2024-08-01,162,3,34,2725.76
2024-08-01,179,3,2,114.0
2024-08-01,198,2,40,1369.71
2024-08-01,198,4,31,4467.82
2024-08-01,198,3,56,4209.59
2024-08-01,206,2,47,1608.74
2024-08-01,206,4,41,5969.73
2024-08-01,206,3,44,3271.68
2024-08-01,216,1,5,41.97
2024-08-01,216,2,80,2528.47
2024-08-01,216,4,5,504.95
2024-08-01,216,3,30,2141.77
2024-08-01,229,2,21,781.85
2024-08-01,229,4,45,6822.65
2024-08-01,229,3,43,3255.7
2024-09-01,17,2,18,678.86
2024-09-01,17,4,60,10900.61
2024-09-01,17,3,37,2832.78
2024-09-01,18,2,24,828.83
2024-09-01,18,4,44,6695.72
2024-09-01,18,3,45,3365.66
2024-09-01,25,2,35,1231.78
2024-09-01,25,4,34,5117.8
2024-09-01,25,3,41,3013.73
2024-09-01,28,2,23,856.84
2024-09-01,28,4,39,6404.73
2024-09-01,28,3,34,2400.73
2024-09-01,32,4,56,17157.62
2024-09-01,32,6,10,13033.92
2024-09-01,32,3,2,129.99
2024-09-01,32,5,30,22491.78
2024-09-01,45,4,93,24335.31
2024-09-01,45,3,6,463.96
2024-09-01,45,5,17,11468.87
2024-09-01,51,2,47,1420.68
2024-09-01,51,4,22,2931.87
2024-09-01,51,3,42,2940.68
2024-09-01,58,4,29,9656.81
2024-09-01,58,6,23,33878.86
2024-09-01,58,3,1,89.0
2024-09-01,58,5,35,25498.74
2024-09-01,77,2,5,195.97
2024-09-01,77,4,71,16284.52
2024-09-01,77,3,22,1723.85
2024-09-01,77,5,9,4507.92
2024-09-01,96,2,30,992.74
2024-09-01,96,4,34,5667.74
2024-09-01,96,3,35,2559.75
2024-09-01,97,2,5,165.97
2024-09-01,97,4,74,15747.45
2024-09-01,97,3,23,1613.82
2024-09-01,104,2,34,1135.74
2024-09-01,104,4,46,6795.65
2024-09-01,104,3,45,3388.66
2024-09-01,132,2,38,1356.76
2024-09-01,132,4,34,5045.74
2024-09-01,132,3,52,3807.73
2024-09-01,162,2,35,1209.76
2024-09-01,162,4,45,7071.69
2024-09-01,162,3,34,2405.73
2024-09-01,198,2,35,1112.72
2024-09-01,198,4,38,5751.74
2024-09-01,198,3,38,2629.72
2024-09-01,206,2,42,1377.67
2024-09-01,206,4,37,5694.72
2024-09-01,206,3,36,2497.75
2024-09-01,209,4,3,540.0
2024-09-01,216,1,3,24.98
2024-09-01,216,2,69,1931.54
2024-09-01,216,4,6,604.95
2024-09-01,216,3,25,1816.85
2024-09-01,229,2,27,860.85
2024-09-01,229,4,33,4981.79
2024-09-01,229,3,58,4408.61
2024-10-01,14,2,5,175.45
2024-10-01,17,2,11,387.92
2024-10-01,17,4,54,9503.61
2024-10-01,17,3,30,2229.8
2024-10-01,18,2,31,965.78
2024-10-01,18,4,42,6383.66
2024-10-01,18,3,39,2834.72
2024-10-01,25,2,30,1028.8
2024-10-01,25,4,26,3828.84
2024-10-01,25,3,50,3599.62
2024-10-01,28,2,28,1043.8
2024-10-01,28,4,31,4835.78
2024-10-01,28,3,46,3259.68
2024-10-01,32,4,56,16872.63
2024-10-01,32,6,17,22963.9
2024-10-01,32,3,1,87.0
2024-10-01,32,5,44,31986.67
2024-10-01,45,2,1,46.99
2024-10-01,45,4,80,20616.39
2024-10-01,45,3,5,401.96
2024-10-01,45,5,20,13127.85
2024-10-01,51,2,39,1282.73
2024-10-01,51,4,20,2702.84
2024-10-01,51,3,38,2474.78
2024-10-01,58,4,41,14828.74
2024-10-01,58,6,36,50985.8
2024-10-01,58,5,46,33092.74
2024-10-01,77,2,4,165.96
2024-10-01,77,4,84,20573.39
2024-10-01,77,3,14,1137.9
2024-10-01,77,5,4,2001.98
2024-10-01,96,2,37,1293.7
2024-10-01,96,4,39,6182.71
2024-10-01,96,3,41,3173.73
2024-10-01,97,2,10,368.92
2024-10-01,97,4,71,15438.57
2024-10-01,97,3,19,1373.87
2024-10-01,104,2,39,1426.78
2024-10-01,104,4,36,5790.76
2024-10-01,104,3,36,2566.74
2024-10-01,132,2,29,984.77
2024-10-01,132,4,39,6458.72
2024-10-01,132,3,36,2602.79
2024-10-01,162,2,28,957.86
2024-10-01,162,4,34,4827.8
2024-10-01,162,3,37,2697.71
2024-10-01,198,2,24,827.84
2024-10-01,198,4,37,5751.76
2024-10-01,198,3,47,3381.69
2024-10-01,206,2,25,891.84
2024-10-01,206,4,45,6761.64
2024-10-01,206,3,48,3374.7
2024-10-01,216,1,4,39.96
2024-10-01,216,2,72,2122.48
2024-10-01,216,4,11,1107.92
2024-10-01,216,3,36,2432.74
2024-10-01,229,2,34,1198.76
2024-10-01,229,4,38,5789.75
2024-10-01,229,3,46,3330.7
2024-11-01,17,2,13,462.93
2024-11-01,17,4,52,9039.66
2024-11-01,17,3,34,2490.76
2024-11-01,18,2,32,1126.77
2024-11-01,18,4,29,4479.74
2024-11-01,18,3,39,2881.72
2024-11-01,25,2,35,1123.75
2024-11-01,25,4,31,4766.75
2024-11-01,25,3,39,2724.74
2024-11-01,28,2,28,990.8
2024-11-01,28,4,29,4404.76
2024-11-01,28,3,35,2546.76
2024-11-01,32,4,49,16635.66
2024-11-01,32,6,15,19166.91
2024-11-01,32,3,2,152.98
2024-11-01,32,5,35,24907.75
2024-11-01,45,2,1,44.99
2024-11-01,45,4,70,18903.49
2024-11-01,45,3,10,868.94
2024-11-01,45,5,19,12565.87
2024-11-01,51,2,53,1738.6
2024-11-01,51,4,23,2831.88
2024-11-01,51,3,38,2754.74
2024-11-01,58,4,33,10969.78
2024-11-01,58,6,28,40102.79
2024-11-01,58,5,35,26583.72
2024-11-01,77,2,2,83.98
2024-11-01,77,4,73,15873.46
2024-11-01,77,3,14,1169.91
2024-11-01,77,5,8,4004.95
2024-11-01,96,2,28,877.84
2024-11-01,96,4,34,5524.74
2024-11-01,96,3,37,2677.73
2024-11-01,97,2,6,258.95
2024-11-01,97,4,71,15399.53
2024-11-01,97,3,17,1296.87
2024-11-01,104,2,40,1383.78
2024-11-01,104,4,41,6005.69
2024-11-01,104,3,50,3781.65
2024-11-01,132,2,41,1387.73
2024-11-01,132,4,29,4613.78
2024-11-01,132,3,37,2694.73
2024-11-01,162,2,33,1181.76
2024-11-01,162,4,23,3591.84
2024-11-01,162,3,36,2591.8
2024-11-01,198,2,34,1157.74
2024-11-01,198,4,36,5333.7
2024-11-01,198,3,34,2462.8
2024-11-01,206,2,25,918.8
2024-11-01,206,4,35,5295.77
2024-11-01,206,3,45,3139.7
2024-11-01,216,1,5,40.96
2024-11-01,216,2,73,2124.49
2024-11-01,216,4,10,1008.91
2024-11-01,216,3,29,1975.79
2024-11-01,229,2,45,1623.65
2024-11-01,229,4,32,4796.76
2024-11-01,229,3,40,2828.72
2024-11-01,242,4,2,299.78
2024-11-01,243,3,4,280.0
2024-12-01,17,2,23,808.88
2024-12-01,17,4,57,11120.62
2024-12-01,17,3,33,2567.77
2024-12-01,18,2,38,1364.73
2024-12-01,18,4,37,5730.77
2024-12-01,18,3,44,3099.72
2024-12-01,25,2,31,1129.77
2024-12-01,25,4,27,4090.83
2024-12-01,25,3,35,2504.72
2024-12-01,28,2,25,859.85
2024-12-01,28,4,43,6257.72
2024-12-01,28,3,51,3609.64
2024-12-01,32,4,37,11590.74
2024-12-01,32,6,27,36826.78
2024-12-01,32,3,1,84.99
2024-12-01,32,5,35,24376.79
2024-12-01,45,2,2,74.98
2024-12-01,45,4,77,19480.46
2024-12-01,45,3,8,690.95
2024-12-01,45,5,23,15480.82
2024-12-01,51,2,53,1725.58
2024-12-01,51,4,22,2948.85
2024-12-01,51,3,43,3013.73
2024-12-01,58,4,39,13066.73
2024-12-01,58,6,27,41349.84
2024-12-01,58,5,42,30849.74
2024-12-01,77,2,3,119.97
2024-12-01,77,4,72,15332.57
2024-12-01,77,3,26,1993.83
2024-12-01,77,5,11,5506.93
2024-12-01,96,2,39,1332.67
2024-12-01,96,4,34,5116.76
2024-12-01,96,3,40,2871.78
2024-12-01,97,2,6,251.95
2024-12-01,97,4,78,17201.41
2024-12-01,97,3,21,1585.88
2024-12-01,104,2,35,1206.74
2024-12-01,104,4,36,5658.72
2024-12-01,104,3,39,2719.72
2024-12-01,121,2,2,34.0
2024-12-01,132,2,35,1123.76
2024-12-01,132,4,32,4758.78
2024-12-01,132,3,50,3676.64
2024-12-01,162,2,26,973.87
2024-12-01,162,4,38,5592.73
2024-12-01,162,3,50,3788.64
2024-12-01,198,2,35,1223.75
2024-12-01,198,4,44,6719.76
2024-12-01,198,3,40,2903.7
2024-12-01,206,2,34,1123.71
2024-12-01,206,4,36,5110.71
2024-12-01,206,3,37,2707.75
2024-12-01,216,1,2,15.99
2024-12-01,216,2,80,2625.46
2024-12-01,216,4,9,905.94
2024-12-01,216,3,30,2024.83
2024-12-01,225,3,1,88.0
2024-12-01,229,2,28,1079.84
2024-12-01,229,4,30,4444.8
2024-12-01,229,3,38,2689.71
2024-12-01,242,4,2,299.78
2025-01-01,5,2,2,36.0
2025-01-01,17,2,23,782.84
2025-01-01,17,4,67,12123.54
2025-01-01,17,3,48,3458.7
2025-01-01,18,2,45,1472.7
2025-01-01,18,4,34,5209.77
