date_key,category_key,bucket_key,total_listings,total_revenue
2024-04-01,58,6,28,42257.78
2024-04-01,58,3,2,148.98
2024-04-01,58,5,41,29772.75
2024-04-01,77,2,3,107.99
2024-04-01,77,4,86,18268.29
2024-04-01,77,3,13,1016.89
2024-04-01,77,5,8,4004.95
2024-04-01,96,2,51,1693.7
2024-04-01,96,4,42,6451.66
2024-04-01,96,3,42,2954.7
2024-04-01,97,2,10,391.93
2024-04-01,97,4,83,16603.45
2024-04-01,97,3,22,1704.9
2024-04-01,104,2,37,1302.75
2024-04-01,104,4,31,4404.77
2024-04-01,104,3,34,2568.76
2024-04-01,132,2,38,1272.69
2024-04-01,132,4,31,4652.77
2024-04-01,132,3,34,2390.75
2024-04-01,162,2,34,1157.78
2024-04-01,162,4,35,5622.77
2024-04-01,162,3,35,2495.75
2024-04-01,198,2,31,1110.74
2024-04-01,198,4,35,5245.75
2024-04-01,198,3,46,3183.68
2024-04-01,206,2,30,1079.78
2024-04-01,206,4,48,7486.63
2024-04-01,206,3,41,2897.74
2024-04-01,216,1,6,52.94
2024-04-01,216,2,60,1774.56
2024-04-01,216,4,11,1105.94
2024-04-01,216,3,22,1492.86
2024-04-01,229,2,29,1077.81
2024-04-01,229,4,36,5583.71
2024-04-01,229,3,50,3685.66
2024-05-01,17,2,20,699.87
2024-05-01,17,4,60,10959.63
2024-05-01,17,3,41,3039.74
2024-05-01,18,2,26,987.83
2024-05-01,18,4,41,6223.72
2024-05-01,18,3,39,2769.71
2024-05-01,25,2,43,1481.64
2024-05-01,25,4,34,5077.72
2024-05-01,25,3,57,4310.63
2024-05-01,28,2,36,1162.75
2024-05-01,28,4,45,6579.64
2024-05-01,28,3,53,3960.66
2024-05-01,32,4,47,14406.62
2024-05-01,32,6,26,33824.84
2024-05-01,32,3,1,68.99
2024-05-01,32,5,39,28265.76
2024-05-01,45,2,1,47.99
2024-05-01,45,4,88,21546.33
2024-05-01,45,3,4,318.98
2024-05-01,45,5,14,9878.93
2024-05-01,51,2,47,1495.68
2024-05-01,51,4,26,3411.83
2024-05-01,51,3,49,3566.67
2024-05-01,58,4,34,11096.74
2024-05-01,58,6,35,53472.78
2024-05-01,58,3,1,97.0
2024-05-01,58,5,41,28749.71
2024-05-01,77,2,5,204.99
2024-05-01,77,4,75,16196.47
2024-05-01,77,3,19,1470.87
2024-05-01,77,5,10,5002.97
2024-05-01,96,2,36,1258.76
2024-05-01,96,4,38,5708.72
2024-05-01,96,3,45,3272.73
2024-05-01,97,2,3,120.97
2024-05-01,97,4,80,16792.43
2024-05-01,97,3,27,2101.79
2024-05-01,104,2,26,895.86
2024-05-01,104,4,36,5512.76
2024-05-01,104,3,42,3117.72
2024-05-01,132,2,40,1367.75
2024-05-01,132,4,43,6459.72
2024-05-01,132,3,41,2956.79
2024-05-01,162,2,30,1050.76
2024-05-01,162,4,47,7383.63
2024-05-01,162,3,48,3434.65
2024-05-01,198,2,35,1169.73
2024-05-01,198,4,36,5672.77
2024-05-01,198,3,41,2963.71
2024-05-01,206,2,26,809.81
2024-05-01,206,4,41,6286.7
2024-05-01,206,3,48,3584.64
2024-05-01,216,1,5,42.96
2024-05-01,216,2,73,1971.5
2024-05-01,216,4,12,1210.89
2024-05-01,216,3,28,1861.82
2024-05-01,229,2,31,1055.78
2024-05-01,229,4,42,6847.7
2024-05-01,229,3,44,3330.66
2024-06-01,17,2,16,563.89
2024-06-01,17,4,49,9473.59
2024-06-01,17,3,42,3189.74
2024-06-01,18,2,34,1217.72
2024-06-01,18,4,21,3168.83
2024-06-01,18,3,33,2336.8
2024-06-01,25,2,35,1193.77
2024-06-01,25,4,33,5144.7
2024-06-01,25,3,40,2930.73
2024-06-01,28,2,31,1012.78
2024-06-01,28,4,37,6004.75
2024-06-01,28,3,42,3115.68
2024-06-01,32,4,36,11356.71
2024-06-01,32,6,15,20612.9
2024-06-01,32,3,1,78.0
2024-06-01,32,5,35,25960.79
2024-06-01,45,2,1,37.99
2024-06-01,45,4,84,21798.46
2024-06-01,45,3,4,331.97
2024-06-01,45,5,27,17964.82
2024-06-01,51,2,39,1126.71
2024-06-01,51,4,24,3208.82
2024-06-01,51,3,41,2891.7
2024-06-01,58,4,44,15255.71
2024-06-01,58,6,39,57798.76
2024-06-01,58,5,47,32344.69
2024-06-01,77,4,89,19056.39
2024-06-01,77,3,18,1441.84
2024-06-01,77,5,11,5503.96
2024-06-01,96,2,34,1137.76
2024-06-01,96,4,38,5810.76
2024-06-01,96,3,34,2490.73
2024-06-01,97,2,10,380.91
2024-06-01,97,4,69,15105.51
2024-06-01,97,3,22,1668.87
2024-06-01,104,2,35,1188.77
2024-06-01,104,4,33,5004.79
2024-06-01,104,3,38,2773.78
2024-06-01,132,2,31,1035.81
2024-06-01,132,4,38,5884.74
2024-06-01,132,3,31,2146.78
2024-06-01,162,2,30,924.81
2024-06-01,162,4,44,6683.68
2024-06-01,162,3,43,3108.72
2024-06-01,198,2,28,1002.82
2024-06-01,198,4,41,5878.67
2024-06-01,198,3,46,3381.69
2024-06-01,206,2,26,926.81
2024-06-01,206,4,40,6378.69
2024-06-01,206,3,38,2747.7
2024-06-01,216,1,4,33.96
2024-06-01,216,2,79,2283.37
2024-06-01,216,4,6,603.96
2024-06-01,216,3,35,2373.78
2024-06-01,229,2,27,987.84
2024-06-01,229,4,32,4893.77
2024-06-01,229,3,44,3270.67
2024-07-01,17,2,19,702.84
2024-07-01,17,4,61,10954.51
2024-07-01,17,3,39,2981.71
2024-07-01,18,2,40,1343.7
2024-07-01,18,4,33,5031.75
2024-07-01,18,3,36,2624.72
2024-07-01,25,2,30,1089.8
2024-07-01,25,4,39,5770.71
2024-07-01,25,3,49,3446.63
2024-07-01,28,2,33,1128.75
2024-07-01,28,4,33,4679.75
2024-07-01,28,3,34,2575.79
2024-07-01,32,4,47,14607.75
2024-07-01,32,6,21,28881.85
2024-07-01,32,3,1,88.99
2024-07-01,32,5,49,35386.67
2024-07-01,45,2,3,125.0
2024-07-01,45,4,76,20158.48
2024-07-01,45,3,5,416.98
2024-07-01,45,5,23,15633.88
2024-07-01,51,2,52,1666.57
2024-07-01,51,4,29,3643.84
2024-07-01,51,3,30,2212.84
2024-07-01,58,4,33,11588.75
2024-07-01,58,6,32,48366.78
2024-07-01,58,5,37,26321.76
2024-07-01,77,2,3,120.97
2024-07-01,77,4,90,20364.36
2024-07-01,77,3,25,1853.78
2024-07-01,77,5,4,2002.97
2024-07-01,96,2,28,958.8
2024-07-01,96,4,41,6019.74
2024-07-01,96,3,45,3382.66
2024-07-01,97,2,7,275.95
2024-07-01,97,4,76,16700.52
2024-07-01,97,3,28,2128.76
2024-07-01,104,2,24,830.83
2024-07-01,104,4,39,5941.73
2024-07-01,104,3,47,3321.68
2024-07-01,132,2,36,1170.74
2024-07-01,132,4,61,8723.51
2024-07-01,132,3,41,2928.7
2024-07-01,162,2,34,1188.78
2024-07-01,162,4,41,6241.69
2024-07-01,162,3,52,3577.63
2024-07-01,198,2,37,1237.74
2024-07-01,198,4,34,5020.78
2024-07-01,198,3,46,3454.66
2024-07-01,206,2,28,967.8
2024-07-01,206,4,35,5425.75
2024-07-01,206,3,38,2804.72
2024-07-01,216,1,8,67.95
2024-07-01,216,2,66,1923.57
2024-07-01,216,4,7,703.96
2024-07-01,216,3,42,2847.68
2024-07-01,229,2,24,886.8
2024-07-01,229,4,36,5620.74
2024-07-01,229,3,39,2805.74
2024-08-01,17,2,16,597.9
2024-08-01,17,4,52,9543.69
2024-08-01,17,3,46,3419.7
2024-08-01,18,2,28,924.82
2024-08-01,18,4,31,4746.76
2024-08-01,18,3,50,3642.72
2024-08-01,25,2,28,978.78
2024-08-01,25,4,31,4598.79
2024-08-01,25,3,42,3081.7
2024-08-01,28,2,35,1193.77
2024-08-01,28,4,31,4760.8
2024-08-01,28,3,38,2719.72
2024-08-01,32,4,48,14580.7
2024-08-01,32,6,14,17655.88
2024-08-01,32,3,1,85.99
2024-08-01,32,5,43,30673.68
2024-08-01,45,2,3,139.97
2024-08-01,45,4,69,18300.56
2024-08-01,45,3,10,764.95
2024-08-01,45,5,22,15450.85
2024-08-01,51,2,60,2074.58
2024-08-01,51,4,20,2679.83
2024-08-01,51,3,37,2542.74
2024-08-01,58,4,41,14232.73
2024-08-01,58,6,39,54463.75
2024-08-01,58,3,1,76.99
2024-08-01,58,5,50,36401.67
2024-08-01,77,2,5,198.96
2024-08-01,77,4,97,21087.3
2024-08-01,77,3,7,518.96
2024-08-01,77,5,4,2002.97
2024-08-01,96,2,25,841.82
2024-08-01,96,4,29,4441.8
2024-08-01,96,3,45,3282.68
2024-08-01,97,2,8,346.95
2024-08-01,97,4,76,16667.42
2024-08-01,97,3,31,2376.77
2024-08-01,104,2,30,1033.79
2024-08-01,104,4,33,5167.72
2024-08-01,104,3,41,2977.69
2024-08-01,132,2,40,1390.73
2024-08-01,132,4,39,6022.7
2024-08-01,132,3,37,2593.72
2024-08-01,162,2,23,729.84
2024-08-01,162,4,33,4804.77
2024-08-01,162,3,35,2452.7
2024-08-01,198,2,26,937.79
2024-08-01,198,4,23,3443.83
2024-08-01,198,3,42,3176.75
2024-08-01,206,2,30,1062.77
2024-08-01,206,4,51,7403.6
2024-08-01,206,3,37,2695.74
2024-08-01,216,1,5,43.97
2024-08-01,216,2,61,1820.56
2024-08-01,216,4,12,1208.91
2024-08-01,216,3,29,1935.75
2024-08-01,229,2,28,972.82
2024-08-01,229,4,40,5844.73
2024-08-01,229,3,42,3056.68
2024-09-01,17,2,17,646.86
2024-09-01,17,4,43,7037.67
2024-09-01,17,3,33,2374.73
2024-09-01,18,2,28,1032.8
2024-09-01,18,4,30,4354.79
2024-09-01,18,3,48,3393.71
2024-09-01,25,2,38,1371.71
2024-09-01,25,4,39,6239.69
2024-09-01,25,3,28,2018.83
2024-09-01,28,2,21,759.9
2024-09-01,28,4,36,5515.75
2024-09-01,28,3,46,3261.68
2024-09-01,32,4,46,14922.68
2024-09-01,32,6,15,20591.88
2024-09-01,32,3,2,152.98
2024-09-01,32,5,39,27161.73
2024-09-01,45,4,77,18144.49
2024-09-01,45,3,7,559.94
2024-09-01,45,5,22,14948.82
2024-09-01,51,2,42,1312.67
2024-09-01,51,4,25,3295.83
2024-09-01,51,3,37,2587.72
2024-09-01,58,4,47,16425.67
2024-09-01,58,6,32,51212.77
2024-09-01,58,3,1,80.99
2024-09-01,58,5,41,29758.71
2024-09-01,77,4,78,16873.44
2024-09-01,77,3,21,1651.83
2024-09-01,77,5,9,4506.93
2024-09-01,96,2,42,1409.71
2024-09-01,96,4,31,4618.81
2024-09-01,96,3,42,3265.73
2024-09-01,97,2,13,502.88
2024-09-01,97,4,82,17474.48
2024-09-01,97,3,31,2280.77
2024-09-01,104,2,35,1173.75
2024-09-01,104,4,41,6601.76
2024-09-01,104,3,41,2929.69
2024-09-01,132,2,40,1360.76
2024-09-01,132,4,37,5676.69
2024-09-01,132,3,44,3270.68
2024-09-01,162,2,42,1499.66
2024-09-01,162,4,34,5235.75
2024-09-01,162,3,38,2694.74
2024-09-01,198,2,24,813.79
2024-09-01,198,4,39,6166.7
2024-09-01,198,3,41,2879.69
2024-09-01,206,2,25,923.82
2024-09-01,206,4,34,5398.73
2024-09-01,206,3,39,2862.68
2024-09-01,216,1,5,40.96
2024-09-01,216,2,67,1970.54
2024-09-01,216,4,9,904.95
2024-09-01,216,3,28,1856.82
2024-09-01,229,2,29,973.83
2024-09-01,229,4,51,7860.63
2024-09-01,229,3,36,2637.83
2024-10-01,17,2,17,618.89
2024-10-01,17,4,49,9252.69
2024-10-01,17,3,40,2960.69
2024-10-01,18,2,27,877.78
2024-10-01,18,4,43,6774.75
2024-10-01,18,3,47,3359.59
2024-10-01,25,2,22,721.86
2024-10-01,25,4,43,6629.74
2024-10-01,25,3,43,3255.69
2024-10-01,28,2,28,1070.76
2024-10-01,28,4,40,6055.69
2024-10-01,28,3,36,2693.75
2024-10-01,32,4,52,16878.58
2024-10-01,32,6,15,19639.88
2024-10-01,32,5,31,22514.8
2024-10-01,45,2,1,36.0
2024-10-01,45,4,89,23814.36
2024-10-01,45,3,11,939.93
2024-10-01,45,5,21,14931.83
2024-10-01,51,2,57,1795.59
2024-10-01,51,4,31,4158.82
2024-10-01,51,3,42,2962.73
2024-10-01,58,4,51,17556.65
2024-10-01,58,6,46,66908.67
2024-10-01,58,5,42,31563.68
2024-10-01,77,2,6,241.97
2024-10-01,77,4,81,17193.42
2024-10-01,77,3,21,1659.88
2024-10-01,77,5,8,4006.93
2024-10-01,96,2,44,1562.65
2024-10-01,96,4,38,5888.72
2024-10-01,96,3,46,3415.66
2024-10-01,97,2,6,239.95
2024-10-01,97,4,84,16762.32
2024-10-01,97,3,19,1407.87
2024-10-01,104,2,28,975.83
2024-10-01,104,4,39,5569.76
2024-10-01,104,3,48,3476.64
2024-10-01,132,2,25,925.83
2024-10-01,132,4,40,5592.76
2024-10-01,132,3,51,3946.6
2024-10-01,162,2,30,1035.77
2024-10-01,162,4,42,6215.69
2024-10-01,162,3,49,3559.59
2024-10-01,198,2,33,1103.76
2024-10-01,198,4,48,6860.65
2024-10-01,198,3,50,3803.68
2024-10-01,206,2,41,1420.69
2024-10-01,206,4,39,5693.67
2024-10-01,206,3,54,4084.59
2024-10-01,216,1,4,30.97
2024-10-01,216,2,64,1793.54
2024-10-01,216,4,11,1106.93
2024-10-01,216,3,27,1847.81
2024-10-01,229,2,43,1494.68
2024-10-01,229,4,43,6591.71
2024-10-01,229,3,56,4130.58
2024-11-01,17,2,13,468.88
2024-11-01,17,4,58,11560.58
2024-11-01,17,3,44,3435.76
2024-11-01,18,2,40,1371.71
2024-11-01,18,4,51,7837.64
2024-11-01,18,3,36,2649.74
2024-11-01,25,2,30,1101.8
2024-11-01,25,4,40,5875.69
2024-11-01,25,3,49,3517.65
2024-11-01,28,2,31,1000.81
2024-11-01,28,4,44,6570.68
2024-11-01,28,3,46,3098.71
2024-11-01,32,4,52,16536.63
2024-11-01,32,6,20,28840.87
2024-11-01,32,5,36,24453.76
2024-11-01,45,2,1,19.0
2024-11-01,45,4,94,26470.32
2024-11-01,45,3,5,402.97
2024-11-01,45,5,20,12903.88
2024-11-01,51,2,43,1253.72
2024-11-01,51,4,25,3209.84
2024-11-01,51,3,46,3184.68
2024-11-01,58,4,51,17218.65
2024-11-01,58,6,38,58849.76
2024-11-01,58,5,52,37057.62
2024-11-01,77,2,4,171.96
2024-11-01,77,4,74,15520.48
2024-11-01,77,3,23,1832.83
2024-11-01,77,5,10,5009.9
2024-11-01,96,2,34,1162.75
2024-11-01,96,4,40,6479.72
2024-11-01,96,3,60,4408.53
2024-11-01,97,2,12,459.92
2024-11-01,97,4,72,15799.48
2024-11-01,97,3,27,2136.8
2024-11-01,104,2,35,1285.74
2024-11-01,104,4,38,6097.7
2024-11-01,104,3,55,3902.62
2024-11-01,132,2,27,933.81
2024-11-01,132,4,27,4088.82
2024-11-01,132,3,44,3328.68
2024-11-01,162,2,40,1424.73
2024-11-01,162,4,42,6374.68
2024-11-01,162,3,54,4023.62
2024-11-01,198,2,32,1130.73
2024-11-01,198,4,37,5695.73
2024-11-01,198,3,44,3254.63
2024-11-01,206,2,36,1183.77
2024-11-01,206,4,29,4260.81
2024-11-01,206,3,43,3115.69
2024-11-01,216,1,1,6.0
2024-11-01,216,2,95,2642.34
2024-11-01,216,4,12,1210.89
2024-11-01,216,3,27,1880.81
2024-11-01,229,2,42,1544.66
2024-11-01,229,4,40,6231.76
2024-11-01,229,3,60,4507.57
2024-12-01,17,2,22,844.85
2024-12-01,17,4,58,11976.65
2024-12-01,17,3,38,2879.78
2024-12-01,18,2,34,1220.75
2024-12-01,18,4,46,6932.71
2024-12-01,18,3,53,3757.61
2024-12-01,25,2,27,952.76
2024-12-01,25,4,49,7479.67
2024-12-01,25,3,53,3971.58
2024-12-01,28,2,38,1337.71
2024-12-01,28,4,41,6441.73
2024-12-01,28,3,42,3031.72
2024-12-01,32,4,56,18071.59
2024-12-01,32,6,22,27484.86
2024-12-01,32,3,2,192.98
2024-12-01,32,5,35,23212.72
2024-12-01,45,2,1,30.0
2024-12-01,45,4,92,22935.34
2024-12-01,45,3,8,680.97
2024-12-01,45,5,33,22140.82
2024-12-01,51,2,49,1593.67
2024-12-01,51,4,25,3235.88
2024-12-01,51,3,35,2622.73
2024-12-01,58,4,33,11069.81
2024-12-01,58,6,28,42539.81
2024-12-01,58,3,2,164.98
2024-12-01,58,5,41,28423.76
2024-12-01,77,2,5,192.97
2024-12-01,77,4,68,14900.53
2024-12-01,77,3,13,1026.9
2024-12-01,77,5,10,5006.93
2024-12-01,96,2,32,1137.77
2024-12-01,96,4,39,6278.74
2024-12-01,96,3,41,2895.71
2024-12-01,97,2,11,406.93
2024-12-01,97,4,105,21573.3
2024-12-01,97,3,16,1188.9
2024-12-01,104,2,36,1193.74
2024-12-01,104,4,39,6015.74
2024-12-01,104,3,54,3955.61
2024-12-01,132,2,27,941.8
2024-12-01,132,4,43,6219.66
2024-12-01,132,3,54,3881.58
2024-12-01,162,2,51,1766.63
2024-12-01,162,4,36,5473.74
2024-12-01,162,3,51,3766.59
2024-12-01,198,2,38,1397.69
2024-12-01,198,4,37,5936.7
2024-12-01,198,3,42,3121.71
2024-12-01,206,2,38,1219.73
2024-12-01,206,4,54,8326.59
2024-12-01,206,3,37,2719.76
2024-12-01,216,1,5,41.95
2024-12-01,216,2,79,2356.45
2024-12-01,216,4,9,904.95
2024-12-01,216,3,25,1581.87
2024-12-01,229,2,40,1453.67
2024-12-01,229,4,38,5406.75
2024-12-01,229,3,47,3451.65
2025-01-01,17,2,23,862.85
2025-01-01,17,4,58,9900.56
2025-01-01,17,3,38,2644.79
2025-01-01,18,2,40,1229.68
2025-01-01,18,4,47,7244.65
2025-01-01,18,3,47,3465.69
2025-01-01,25,2,29,1060.77
2025-01-01,25,4,51,7660.7
2025-01-01,25,3,44,3129.67
2025-01-01,28,2,40,1382.74
2025-01-01,28,4,43,6348.72
2025-01-01,28,3,36,2535.75
2025-01-01,32,4,73,22223.53
2025-01-01,32,6,24,31498.79
2025-01-01,32,5,43,30354.68
2025-01-01,45,2,2,74.98
2025-01-01,45,4,84,21975.42
2025-01-01,45,3,11,907.92
2025-01-01,45,5,34,22758.74
2025-01-01,51,2,50,1629.69
2025-01-01,51,4,34,4633.8
2025-01-01,51,3,47,3226.69
2025-01-01,58,4,36,12667.72
2025-01-01,58,6,44,66242.7
2025-01-01,58,5,56,40937.6
2025-01-01,77,2,2,77.99
2025-01-01,77,4,72,14448.43
2025-01-01,77,3,25,1739.8
2025-01-01,77,5,11,5504.95
2025-01-01,96,2,37,1285.69
2025-01-01,96,4,38,6004.75
2025-01-01,96,3,44,3251.68
2025-01-01,97,2,5,198.96
