date_key,category_key,seller_name,total_listings,total_revenue
2023-12-01,28,seller_ma_019,1,47.99
2023-12-01,28,seller_ma_023,1,93.0
2023-12-01,28,seller_ma_029,1,92.99
2023-12-01,28,seller_ma_038,1,130.99
2023-12-01,28,seller_ma_053,1,34.0
2023-12-01,28,seller_ma_060,1,37.99
2023-12-01,28,seller_ma_077,1,76.99
2023-12-01,28,seller_ma_083,1,42.99
2023-12-01,28,seller_ma_092,1,67.0
2023-12-01,28,seller_ma_106,1,90.0
2023-12-01,28,seller_ma_114,1,34.99
2023-12-01,28,seller_ma_116,1,41.99
2023-12-01,28,seller_ma_117,1,55.0
2023-12-01,28,seller_ma_118,1,70.99
2023-12-01,28,seller_ma_123,1,64.0
2023-12-01,28,seller_ma_128,1,200.99
2023-12-01,28,seller_ma_149,1,55.99
2023-12-01,28,seller_ma_154,1,62.0
2023-12-01,28,seller_ma_157,1,137.99
2023-12-01,28,seller_ma_169,1,87.0
2023-12-01,28,seller_ma_174,1,24.99
2023-12-01,28,seller_ma_180,1,108.99
2023-12-01,28,seller_ma_182,1,15.99
2023-12-01,28,seller_ma_183,1,24.0
2023-12-01,28,seller_ma_199,1,97.99
2023-12-01,32,agadir_store,2,579.98
2023-12-01,32,atlas_trading,2,775.99
2023-12-01,32,fes_market,1,957.99
2023-12-01,32,rabat_deals,1,565.0
2023-12-01,32,seller_ma_001,1,1033.99
2023-12-01,32,seller_ma_002,1,628.0
2023-12-01,32,seller_ma_006,1,1015.99
2023-12-01,32,seller_ma_009,2,2152.99
2023-12-01,32,seller_ma_013,1,496.99
2023-12-01,32,seller_ma_029,1,178.99
2023-12-01,32,seller_ma_046,1,1500.99
2023-12-01,32,seller_ma_049,1,1500.99
2023-12-01,32,seller_ma_060,1,448.99
2023-12-01,32,seller_ma_064,1,245.99
2023-12-01,32,seller_ma_121,1,204.0
2023-12-01,32,seller_ma_122,1,445.99
2023-12-01,32,seller_ma_123,1,651.0
2023-12-01,32,seller_ma_125,1,324.99
2023-12-01,32,seller_ma_132,1,648.0
2023-12-01,32,seller_ma_139,1,595.0
2023-12-01,32,seller_ma_142,1,426.99
2023-12-01,32,seller_ma_143,1,1500.0
2023-12-01,32,seller_ma_160,1,773.0
2023-12-01,32,seller_ma_161,2,3000.99
2023-12-01,32,seller_ma_164,1,1053.0
2023-12-01,32,seller_ma_175,2,741.98
2023-12-01,32,seller_ma_179,1,816.99
2023-12-01,32,seller_ma_181,1,410.0
2023-12-01,32,seller_ma_187,1,311.99
2023-12-01,32,seller_ma_189,1,532.99
2023-12-01,45,seller_ma_006,1,350.0
2023-12-01,45,seller_ma_010,2,405.99
2023-12-01,45,seller_ma_023,1,99.99
2023-12-01,45,seller_ma_031,1,800.99
2023-12-01,45,seller_ma_044,1,131.99
2023-12-01,45,seller_ma_047,1,198.99
2023-12-01,45,seller_ma_055,1,171.99
2023-12-01,45,seller_ma_067,1,800.0
2023-12-01,45,seller_ma_069,1,546.99
2023-12-01,45,seller_ma_076,1,800.99
2023-12-01,45,seller_ma_087,1,97.0
2023-12-01,45,seller_ma_091,1,767.99
2023-12-01,45,seller_ma_102,1,389.0
2023-12-01,45,seller_ma_111,1,800.99
2023-12-01,45,seller_ma_113,2,265.98
2023-12-01,45,seller_ma_121,1,72.99
2023-12-01,45,seller_ma_124,1,800.0
2023-12-01,45,seller_ma_126,1,252.99
2023-12-01,45,seller_ma_134,1,269.0
2023-12-01,45,seller_ma_136,1,421.99
2023-12-01,45,seller_ma_137,1,217.99
2023-12-01,45,seller_ma_163,1,798.99
2023-12-01,45,seller_ma_165,1,427.99
2023-12-01,45,seller_ma_187,1,428.0
2023-12-01,45,seller_ma_197,1,202.99
2023-12-01,51,seller_ma_015,1,34.99
2023-12-01,51,seller_ma_026,1,58.0
2023-12-01,51,seller_ma_031,1,49.99
2023-12-01,51,seller_ma_033,1,32.99
2023-12-01,51,seller_ma_038,1,52.99
2023-12-01,51,seller_ma_046,1,25.99
2023-12-01,51,seller_ma_048,1,150.99
2023-12-01,51,seller_ma_057,2,51.99
2023-12-01,51,seller_ma_064,1,83.99
2023-12-01,51,seller_ma_065,1,109.99
2023-12-01,51,seller_ma_069,1,118.0
2023-12-01,51,seller_ma_075,1,23.99
2023-12-01,51,seller_ma_077,1,103.99
2023-12-01,51,seller_ma_084,1,24.99
2023-12-01,51,seller_ma_094,1,93.0
2023-12-01,51,seller_ma_109,1,17.99
2023-12-01,51,seller_ma_118,1,150.99
2023-12-01,51,seller_ma_121,2,138.98
2023-12-01,51,seller_ma_135,1,12.99
2023-12-01,51,seller_ma_139,1,39.99
2023-12-01,51,seller_ma_156,1,134.0
2023-12-01,51,seller_ma_161,1,18.99
2023-12-01,51,seller_ma_164,1,149.0
2023-12-01,51,seller_ma_176,1,79.99
2023-12-01,51,seller_ma_178,1,83.99
2023-12-01,51,seller_ma_182,1,66.0
2023-12-01,51,seller_ma_185,1,34.99
2023-12-01,51,seller_ma_195,1,88.99
2023-12-01,51,seller_ma_196,1,81.0
2023-12-01,51,seller_ma_200,1,33.99
2023-12-01,58,atlas_trading,1,939.99
2023-12-01,58,marrakech_electronics,1,488.0
2023-12-01,58,medina_shop,1,292.0
2023-12-01,58,seller_ma_004,1,1057.99
2023-12-01,58,seller_ma_006,2,822.98
2023-12-01,58,seller_ma_039,1,225.99
2023-12-01,58,seller_ma_060,1,2000.99
2023-12-01,58,seller_ma_061,1,546.99
2023-12-01,58,seller_ma_081,1,1048.99
2023-12-01,58,seller_ma_082,1,428.99
2023-12-01,58,seller_ma_089,1,734.99
2023-12-01,58,seller_ma_091,1,580.99
2023-12-01,58,seller_ma_100,1,1060.99
2023-12-01,58,seller_ma_105,1,522.99
2023-12-01,58,seller_ma_117,1,381.99
2023-12-01,58,seller_ma_120,1,736.0
2023-12-01,58,seller_ma_134,1,142.99
2023-12-01,58,seller_ma_138,1,850.99
2023-12-01,58,seller_ma_141,1,757.0
2023-12-01,58,seller_ma_148,2,3048.98
2023-12-01,58,seller_ma_160,1,494.99
2023-12-01,58,seller_ma_161,1,785.0
2023-12-01,58,seller_ma_163,2,1313.98
2023-12-01,58,seller_ma_164,1,956.99
2023-12-01,58,seller_ma_176,1,2000.99
2023-12-01,58,seller_ma_194,1,338.99
2023-12-01,77,medina_shop,1,72.99
2023-12-01,77,seller_ma_009,1,135.99
2023-12-01,77,seller_ma_011,1,356.99
2023-12-01,77,seller_ma_015,1,133.99
2023-12-01,77,seller_ma_016,1,180.0
2023-12-01,77,seller_ma_024,1,192.0
2023-12-01,77,seller_ma_028,1,100.99
2023-12-01,77,seller_ma_031,1,500.99
2023-12-01,77,seller_ma_043,1,139.99
2023-12-01,77,seller_ma_049,1,71.0
2023-12-01,77,seller_ma_050,1,208.99
2023-12-01,77,seller_ma_053,1,169.0
2023-12-01,77,seller_ma_054,1,333.99
2023-12-01,77,seller_ma_055,1,211.99
2023-12-01,77,seller_ma_061,2,515.98
2023-12-01,77,seller_ma_071,2,362.98
2023-12-01,77,seller_ma_073,1,395.99
2023-12-01,77,seller_ma_079,1,83.99
2023-12-01,77,seller_ma_086,1,59.99
2023-12-01,77,seller_ma_091,1,141.99
2023-12-01,77,seller_ma_100,1,99.99
2023-12-01,77,seller_ma_111,1,67.99
2023-12-01,77,seller_ma_113,1,167.99
2023-12-01,77,seller_ma_114,1,113.99
2023-12-01,77,seller_ma_116,1,327.0
2023-12-01,77,seller_ma_123,1,107.0
2023-12-01,77,seller_ma_129,1,89.0
2023-12-01,77,seller_ma_138,1,158.0
2023-12-01,77,seller_ma_139,1,135.99
2023-12-01,77,seller_ma_150,1,174.99
2023-12-01,77,seller_ma_160,1,65.99
2023-12-01,77,seller_ma_167,1,265.99
2023-12-01,77,seller_ma_169,1,183.99
2023-12-01,77,seller_ma_173,1,230.99
2023-12-01,77,seller_ma_175,1,143.0
2023-12-01,77,seller_ma_178,1,65.99
2023-12-01,77,seller_ma_188,1,500.99
2023-12-01,96,casablanca_tech,1,82.0
2023-12-01,96,maghreb_outlet,1,63.99
2023-12-01,96,seller_ma_007,1,18.0
2023-12-01,96,seller_ma_024,2,147.0
2023-12-01,96,seller_ma_025,1,155.0
2023-12-01,96,seller_ma_027,1,84.99
2023-12-01,96,seller_ma_031,1,94.99
2023-12-01,96,seller_ma_032,1,131.0
2023-12-01,96,seller_ma_035,1,59.0
2023-12-01,96,seller_ma_038,1,51.99
2023-12-01,96,seller_ma_050,1,35.99
2023-12-01,96,seller_ma_059,1,153.0
2023-12-01,96,seller_ma_061,1,31.99
2023-12-01,96,seller_ma_072,1,58.99
2023-12-01,96,seller_ma_073,1,180.99
2023-12-01,96,seller_ma_076,1,72.99
2023-12-01,96,seller_ma_096,1,52.99
2023-12-01,96,seller_ma_097,2,130.99
2023-12-01,96,seller_ma_110,1,33.0
2023-12-01,96,seller_ma_115,1,143.0
2023-12-01,96,seller_ma_119,1,71.99
2023-12-01,96,seller_ma_121,1,72.99
2023-12-01,96,seller_ma_134,1,109.99
2023-12-01,96,seller_ma_142,1,55.0
2023-12-01,96,seller_ma_145,2,204.99
2023-12-01,96,seller_ma_147,1,62.0
2023-12-01,96,seller_ma_157,1,16.0
2023-12-01,96,seller_ma_166,1,200.99
2023-12-01,96,seller_ma_169,2,145.98
2023-12-01,96,seller_ma_174,1,57.99
2023-12-01,96,seller_ma_175,1,165.99
2023-12-01,96,seller_ma_181,1,35.0
2023-12-01,96,seller_ma_186,1,94.99
2023-12-01,96,seller_ma_199,1,146.0
2023-12-01,96,seller_ma_200,2,248.98
2023-12-01,97,morocco_best,1,190.0
2023-12-01,97,rabat_deals,1,166.99
2023-12-01,97,seller_ma_008,1,221.99
2023-12-01,97,seller_ma_010,1,80.99
2023-12-01,97,seller_ma_016,1,52.99
2023-12-01,97,seller_ma_019,1,277.0
2023-12-01,97,seller_ma_038,1,92.99
2023-12-01,97,seller_ma_039,1,129.99
2023-12-01,97,seller_ma_048,1,119.99
2023-12-01,97,seller_ma_064,1,400.0
2023-12-01,97,seller_ma_069,1,254.99
2023-12-01,97,seller_ma_073,1,116.0
2023-12-01,97,seller_ma_076,1,315.99
2023-12-01,97,seller_ma_083,1,130.0
2023-12-01,97,seller_ma_093,1,61.99
2023-12-01,97,seller_ma_095,1,244.99
2023-12-01,97,seller_ma_099,1,112.99
2023-12-01,97,seller_ma_103,1,33.99
2023-12-01,97,seller_ma_107,1,225.0
2023-12-01,97,seller_ma_115,1,243.99
2023-12-01,97,seller_ma_116,1,82.99
2023-12-01,97,seller_ma_117,1,114.99
2023-12-01,97,seller_ma_119,1,304.99
2023-12-01,97,seller_ma_121,1,94.0
2023-12-01,97,seller_ma_132,2,116.99
2023-12-01,97,seller_ma_146,1,111.99
2023-12-01,97,seller_ma_154,1,80.99
2023-12-01,97,seller_ma_157,1,400.99
2023-12-01,97,seller_ma_164,1,400.0
2023-12-01,97,seller_ma_165,2,594.99
2023-12-01,97,seller_ma_168,2,314.99
2023-12-01,97,seller_ma_173,1,369.99
2023-12-01,97,seller_ma_175,1,267.99
2023-12-01,97,seller_ma_182,1,164.99
2023-12-01,97,seller_ma_186,2,523.98
2023-12-01,104,agadir_store,1,131.0
2023-12-01,104,fes_market,1,51.99
2023-12-01,104,marrakech_electronics,1,48.99
2023-12-01,104,seller_ma_003,1,83.99
2023-12-01,104,seller_ma_004,2,47.99
2023-12-01,104,seller_ma_014,1,20.99
2023-12-01,104,seller_ma_015,1,74.99
2023-12-01,104,seller_ma_027,1,38.99
2023-12-01,104,seller_ma_037,1,68.99
2023-12-01,104,seller_ma_038,1,70.0
2023-12-01,104,seller_ma_042,1,109.0
2023-12-01,104,seller_ma_063,1,41.0
2023-12-01,104,seller_ma_068,1,36.99
2023-12-01,104,seller_ma_071,1,59.0
2023-12-01,104,seller_ma_078,2,186.98
2023-12-01,104,seller_ma_079,1,29.99
2023-12-01,104,seller_ma_093,1,200.99
2023-12-01,104,seller_ma_099,1,67.99
2023-12-01,104,seller_ma_113,1,136.0
2023-12-01,104,seller_ma_131,1,52.99
2023-12-01,104,seller_ma_142,1,173.0
2023-12-01,104,seller_ma_147,1,67.99
2023-12-01,104,seller_ma_155,1,78.99
2023-12-01,104,seller_ma_168,1,58.99
2023-12-01,104,seller_ma_171,1,195.99
2023-12-01,104,seller_ma_180,1,35.99
2023-12-01,104,seller_ma_191,1,54.99
2023-12-01,104,seller_ma_194,1,72.0
2023-12-01,104,seller_ma_197,1,84.99
2023-12-01,132,seller_ma_001,1,99.99
2023-12-01,132,seller_ma_002,1,65.99
2023-12-01,132,seller_ma_022,1,58.0
2023-12-01,132,seller_ma_028,2,302.98
2023-12-01,132,seller_ma_029,1,102.0
2023-12-01,132,seller_ma_033,1,200.99
2023-12-01,132,seller_ma_041,1,36.99
2023-12-01,132,seller_ma_042,1,34.99
2023-12-01,132,seller_ma_052,1,30.99
2023-12-01,132,seller_ma_053,1,73.99
2023-12-01,132,seller_ma_065,1,120.99
2023-12-01,132,seller_ma_073,1,48.99
2023-12-01,132,seller_ma_089,1,59.99
2023-12-01,132,seller_ma_090,1,46.99
2023-12-01,132,seller_ma_100,1,91.0
2023-12-01,132,seller_ma_106,1,189.99
2023-12-01,132,seller_ma_107,2,98.98
2023-12-01,132,seller_ma_109,1,93.0
2023-12-01,132,seller_ma_113,1,76.0
2023-12-01,132,seller_ma_115,1,73.99
2023-12-01,132,seller_ma_147,1,33.99
2023-12-01,132,seller_ma_149,1,200.0
2023-12-01,132,seller_ma_153,1,56.0
2023-12-01,132,seller_ma_173,1,98.0
2023-12-01,132,seller_ma_174,1,34.99
2023-12-01,132,seller_ma_179,1,128.99
2023-12-01,132,seller_ma_181,1,69.99
2023-12-01,132,seller_ma_198,1,96.99
2023-12-01,132,souk_online,1,192.0
2023-12-01,162,medina_shop,1,200.0
2023-12-01,162,morocco_best,1,30.0
2023-12-01,162,rabat_deals,1,32.99
2023-12-01,162,seller_ma_009,1,55.0
2023-12-01,162,seller_ma_024,1,66.0
2023-12-01,162,seller_ma_027,1,40.99
2023-12-01,162,seller_ma_035,1,82.99
2023-12-01,162,seller_ma_054,1,51.99
2023-12-01,162,seller_ma_063,1,130.99
2023-12-01,162,seller_ma_066,2,66.98
2023-12-01,162,seller_ma_070,1,56.99
2023-12-01,162,seller_ma_081,1,32.99
2023-12-01,162,seller_ma_084,1,85.99
2023-12-01,162,seller_ma_088,1,184.99
2023-12-01,162,seller_ma_102,1,62.0
2023-12-01,162,seller_ma_105,2,216.0
2023-12-01,162,seller_ma_106,1,191.99
2023-12-01,162,seller_ma_113,1,63.99
2023-12-01,162,seller_ma_133,1,190.99
2023-12-01,162,seller_ma_136,1,198.99
2023-12-01,162,seller_ma_139,1,200.99
2023-12-01,162,seller_ma_140,1,200.0
2023-12-01,162,seller_ma_154,1,132.0
2023-12-01,162,seller_ma_161,1,200.99
2023-12-01,162,seller_ma_162,2,154.99
2023-12-01,162,seller_ma_169,1,163.0
2023-12-01,162,seller_ma_175,1,191.99
2023-12-01,162,seller_ma_180,1,27.99
2023-12-01,162,seller_ma_191,1,77.99
2023-12-01,198,fes_market,1,97.99
2023-12-01,198,seller_ma_046,1,200.0
2023-12-01,198,seller_ma_047,1,98.99
2023-12-01,198,seller_ma_077,1,125.99
2023-12-01,198,seller_ma_082,1,31.99
2023-12-01,198,seller_ma_099,1,134.99
2023-12-01,198,seller_ma_109,1,33.0
2023-12-01,198,seller_ma_120,1,43.99
2023-12-01,198,seller_ma_121,1,83.99
2023-12-01,198,seller_ma_127,1,72.0
2023-12-01,198,seller_ma_141,1,139.99
2023-12-01,198,seller_ma_145,1,70.99
2023-12-01,198,seller_ma_153,1,131.99
2023-12-01,198,seller_ma_173,1,62.0
2023-12-01,198,seller_ma_174,1,200.0
2023-12-01,198,souk_online,1,93.99
2023-12-01,198,tanger_shop,1,38.0
2023-12-01,206,casablanca_tech,1,111.99
2023-12-01,206,maghreb_outlet,1,40.99
2023-12-01,206,sahara_electronics,1,94.99
2023-12-01,206,seller_ma_016,3,218.97
2023-12-01,206,seller_ma_020,1,72.0
2023-12-01,206,seller_ma_022,1,128.99
2023-12-01,206,seller_ma_024,1,23.99
2023-12-01,206,seller_ma_026,2,120.0
2023-12-01,206,seller_ma_034,1,63.99
2023-12-01,206,seller_ma_036,1,26.0
2023-12-01,206,seller_ma_042,1,54.99
2023-12-01,206,seller_ma_064,1,40.99
2023-12-01,206,seller_ma_065,1,200.99
2023-12-01,206,seller_ma_069,1,200.0
2023-12-01,206,seller_ma_076,1,29.0
2023-12-01,206,seller_ma_078,1,116.99
2023-12-01,206,seller_ma_079,1,59.99
2023-12-01,206,seller_ma_091,1,54.0
2023-12-01,206,seller_ma_107,1,55.99
2023-12-01,206,seller_ma_113,1,46.99
2023-12-01,206,seller_ma_121,1,65.99
2023-12-01,206,seller_ma_133,1,79.0
2023-12-01,206,seller_ma_134,1,38.99
2023-12-01,206,seller_ma_136,2,269.98
2023-12-01,206,seller_ma_140,1,200.0
2023-12-01,206,seller_ma_141,1,49.0
2023-12-01,206,seller_ma_149,1,42.99
2023-12-01,206,seller_ma_168,1,127.99
2023-12-01,206,seller_ma_185,1,39.0
2023-12-01,206,seller_ma_195,1,24.99
2023-12-01,206,seller_ma_196,1,32.99
2023-12-01,206,seller_ma_198,1,52.0
2023-12-01,206,seller_ma_199,1,44.99
2023-12-01,216,casablanca_tech,1,66.0
2023-12-01,216,seller_ma_001,1,45.99
2023-12-01,216,seller_ma_012,1,37.99
2023-12-01,216,seller_ma_016,1,100.0
2023-12-01,216,seller_ma_033,1,17.99
2023-12-01,216,seller_ma_034,1,42.0
2023-12-01,216,seller_ma_045,1,13.0
2023-12-01,216,seller_ma_046,1,17.0
2023-12-01,216,seller_ma_072,1,36.0
2023-12-01,216,seller_ma_074,1,71.0
2023-12-01,216,seller_ma_092,1,73.99
2023-12-01,216,seller_ma_096,1,51.99
2023-12-01,216,seller_ma_097,1,30.0
2023-12-01,216,seller_ma_099,1,24.0
2023-12-01,216,seller_ma_120,1,27.0
2023-12-01,216,seller_ma_126,1,11.0
2023-12-01,216,seller_ma_128,1,15.99
2023-12-01,216,seller_ma_139,1,36.99
2023-12-01,216,seller_ma_155,1,19.99
2023-12-01,216,seller_ma_158,1,10.99
2023-12-01,216,seller_ma_168,1,60.99
2023-12-01,216,seller_ma_178,1,32.99
2023-12-01,216,seller_ma_181,1,82.99
2023-12-01,216,seller_ma_189,1,62.99
2023-12-01,216,seller_ma_190,1,45.99
2023-12-01,216,seller_ma_191,1,18.99
2023-12-01,216,seller_ma_198,1,84.99
2023-12-01,216,seller_ma_199,1,100.0
2023-12-01,229,seller_ma_006,1,60.99
2023-12-01,229,seller_ma_007,1,78.99
2023-12-01,229,seller_ma_014,1,198.0
2023-12-01,229,seller_ma_024,1,36.0
2023-12-01,229,seller_ma_036,1,131.0
2023-12-01,229,seller_ma_037,1,81.99
2023-12-01,229,seller_ma_038,1,73.99
2023-12-01,229,seller_ma_046,1,200.0
2023-12-01,229,seller_ma_054,1,200.0
2023-12-01,229,seller_ma_056,1,68.0
2023-12-01,229,seller_ma_057,1,22.99
2023-12-01,229,seller_ma_060,1,67.99
2023-12-01,229,seller_ma_065,1,200.0
2023-12-01,229,seller_ma_085,1,31.0
2023-12-01,229,seller_ma_087,1,42.99
2023-12-01,229,seller_ma_092,1,155.99
2023-12-01,229,seller_ma_097,1,17.99
2023-12-01,229,seller_ma_101,1,80.0
2023-12-01,229,seller_ma_105,1,83.99
2023-12-01,229,seller_ma_113,1,34.99
2023-12-01,229,seller_ma_114,1,41.99
2023-12-01,229,seller_ma_115,1,19.99
2023-12-01,229,seller_ma_119,1,182.99
2023-12-01,229,seller_ma_122,1,81.99
2023-12-01,229,seller_ma_129,2,72.98
2023-12-01,229,seller_ma_130,1,196.99
2023-12-01,229,seller_ma_132,1,200.0
2023-12-01,229,seller_ma_148,1,200.99
2023-12-01,229,seller_ma_186,2,200.99
2023-12-01,229,seller_ma_199,1,23.99
2023-12-01,229,tanger_shop,1,200.99
2024-01-01,17,fes_market,1,57.0
2024-01-01,17,maghreb_outlet,1,47.0
2024-01-01,17,marrakech_electronics,1,86.99
2024-01-01,17,sahara_electronics,1,81.99
2024-01-01,17,seller_ma_004,1,152.99
2024-01-01,17,seller_ma_007,1,300.0
2024-01-01,17,seller_ma_009,1,217.99
2024-01-01,17,seller_ma_011,1,222.99
2024-01-01,17,seller_ma_012,1,48.0
2024-01-01,17,seller_ma_016,2,100.0
2024-01-01,17,seller_ma_017,1,200.0
2024-01-01,17,seller_ma_018,1,63.99
2024-01-01,17,seller_ma_020,3,642.98
2024-01-01,17,seller_ma_021,3,556.97
2024-01-01,17,seller_ma_023,2,139.99
2024-01-01,17,seller_ma_025,2,128.98
2024-01-01,17,seller_ma_026,1,69.0
2024-01-01,17,seller_ma_027,2,155.98
2024-01-01,17,seller_ma_029,2,61.98
2024-01-01,17,seller_ma_035,1,109.0
2024-01-01,17,seller_ma_040,1,113.0
2024-01-01,17,seller_ma_042,1,65.99
2024-01-01,17,seller_ma_044,2,205.99
2024-01-01,17,seller_ma_045,1,284.99
2024-01-01,17,seller_ma_047,1,88.99
2024-01-01,17,seller_ma_048,1,201.99
2024-01-01,17,seller_ma_051,1,294.99
2024-01-01,17,seller_ma_052,2,64.98
2024-01-01,17,seller_ma_053,1,39.0
2024-01-01,17,seller_ma_055,1,167.0
2024-01-01,17,seller_ma_056,1,161.99
2024-01-01,17,seller_ma_058,2,93.99
2024-01-01,17,seller_ma_060,2,136.99
2024-01-01,17,seller_ma_065,1,136.0
2024-01-01,17,seller_ma_067,1,137.99
2024-01-01,17,seller_ma_068,1,232.0
2024-01-01,17,seller_ma_069,1,163.99
2024-01-01,17,seller_ma_071,2,228.98
2024-01-01,17,seller_ma_075,1,102.0
2024-01-01,17,seller_ma_076,1,121.99
2024-01-01,17,seller_ma_078,1,84.99
2024-01-01,17,seller_ma_079,1,116.99
2024-01-01,17,seller_ma_082,1,232.99
2024-01-01,17,seller_ma_083,1,48.99
2024-01-01,17,seller_ma_084,1,214.0
2024-01-01,17,seller_ma_088,2,208.99
2024-01-01,17,seller_ma_089,1,224.99
2024-01-01,17,seller_ma_093,2,483.98
2024-01-01,17,seller_ma_097,1,196.99
2024-01-01,17,seller_ma_098,1,261.0
2024-01-01,17,seller_ma_100,1,102.0
2024-01-01,17,seller_ma_103,1,93.99
2024-01-01,17,seller_ma_104,2,355.98
2024-01-01,17,seller_ma_108,1,112.0
2024-01-01,17,seller_ma_109,1,155.99
2024-01-01,17,seller_ma_114,1,47.0
2024-01-01,17,seller_ma_116,2,364.98
2024-01-01,17,seller_ma_117,1,300.99
2024-01-01,17,seller_ma_119,1,66.0
2024-01-01,17,seller_ma_121,1,218.0
2024-01-01,17,seller_ma_123,1,61.99
2024-01-01,17,seller_ma_124,1,107.99
2024-01-01,17,seller_ma_127,1,37.0
2024-01-01,17,seller_ma_128,2,508.98
2024-01-01,17,seller_ma_133,1,47.0
2024-01-01,17,seller_ma_136,3,358.98
2024-01-01,17,seller_ma_137,1,73.99
2024-01-01,17,seller_ma_138,1,155.99
2024-01-01,17,seller_ma_139,1,44.99
2024-01-01,17,seller_ma_141,2,150.98
2024-01-01,17,seller_ma_142,1,106.99
2024-01-01,17,seller_ma_143,1,42.0
2024-01-01,17,seller_ma_145,2,76.0
2024-01-01,17,seller_ma_146,1,76.99
2024-01-01,17,seller_ma_151,2,162.99
2024-01-01,17,seller_ma_152,2,264.98
2024-01-01,17,seller_ma_153,1,65.99
2024-01-01,17,seller_ma_154,1,178.99
2024-01-01,17,seller_ma_159,1,49.99
2024-01-01,17,seller_ma_160,2,217.99
2024-01-01,17,seller_ma_165,1,129.99
2024-01-01,17,seller_ma_166,1,106.99
2024-01-01,17,seller_ma_167,1,20.0
2024-01-01,17,seller_ma_168,1,194.0
2024-01-01,17,seller_ma_169,1,91.0
2024-01-01,17,seller_ma_176,2,181.98
2024-01-01,17,seller_ma_177,1,55.0
2024-01-01,17,seller_ma_178,2,249.98
2024-01-01,17,seller_ma_180,1,73.0
2024-01-01,17,seller_ma_185,1,232.99
2024-01-01,17,seller_ma_187,1,76.99
2024-01-01,17,seller_ma_189,1,120.0
2024-01-01,17,seller_ma_191,1,190.0
